phase,score_m_Poussieres_sante,score_r_Poussieres_sante,score_m_Risques_electriques,score_r_Risques_electriques,score_m_Sante_securite,score_r_Sante_securite,etendue,duree,avg_score_m,avg_score_r,max_score_m,max_score_r,pct_score2_m,pct_score2_r,pct_score0_m,pct_score0_r,n_params,value_initial,impact_apprehende,sensitivity,intensity_class,importance,importance_relative
Demantelement,2,2,0,0,0,2,Locale,Moyenne,0.666667,1.333333,2,2,0.3333,0.6667,0.6667,0.3333,3,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Demantelement,0,2,2,1,0,1,Nationale,Moyenne,0.666667,1.333333,2,2,0.3333,0.3333,0.6667,0.0,3,Moyenne,Moyenne,MOYENNE,FORTE,Majeure,Majeure
Realisation,2,0,2,2,2,1,Nationale,Longue,2.0,1.0,2,2,1.0,0.3333,0.0,0.3333,3,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
PRE_construction,1,0,0,0,0,1,Nationale,Courte,0.333333,0.333333,1,1,0.0,0.0,0.6667,0.6667,3,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
PRE_construction,1,0,1,0,0,0,Locale,Moyenne,0.666667,0.0,1,0,0.0,0.0,0.3333,1.0,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,2,1,2,0,2,2,Locale,Longue,2.0,1.0,2,2,1.0,0.3333,0.0,0.3333,3,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Demantelement,0,2,0,1,1,0,Régionale,Moyenne,0.333333,1.0,1,2,0.0,0.3333,0.6667,0.3333,3,Faible,Moyenne,FAIBLE,FAIBLE,Mineure,Mineure
PRE_construction,1,1,0,0,2,0,Régionale,Longue,1.0,0.333333,2,1,0.3333,0.0,0.3333,0.6667,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
PRE_construction,1,0,0,1,1,2,Locale,Longue,0.666667,1.0,1,2,0.0,0.3333,0.3333,0.3333,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Demantelement,2,0,0,0,0,0,Ponctuelle,Courte,0.666667,0.0,2,0,0.3333,0.0,0.6667,1.0,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Demantelement,0,2,2,0,0,2,Nationale,Longue,0.666667,1.333333,2,2,0.3333,0.6667,0.6667,0.3333,3,Moyenne,Moyenne,MOYENNE,FORTE,Majeure,Majeure
Exploitation,2,1,0,2,2,1,Régionale,Moyenne,1.333333,1.333333,2,2,0.6667,0.3333,0.3333,0.0,3,Forte,Forte,FORTE,FORTE,Majeure,Majeure
Demantelement,1,2,2,1,2,1,Ponctuelle,Courte,1.666667,1.333333,2,2,0.6667,0.3333,0.0,0.0,3,Forte,Forte,FORTE,FORTE,Moyenne,Mineure
Realisation,0,2,0,0,2,2,Locale,Moyenne,0.666667,1.333333,2,2,0.3333,0.6667,0.6667,0.3333,3,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Exploitation,2,1,2,0,0,2,Locale,Courte,1.333333,1.0,2,2,0.6667,0.3333,0.3333,0.3333,3,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
PRE_construction,2,0,1,0,0,1,Ponctuelle,Longue,1.0,0.333333,2,1,0.3333,0.0,0.3333,0.6667,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,0,0,0,0,1,2,Nationale,Longue,0.333333,0.666667,1,2,0.0,0.3333,0.6667,0.6667,3,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Demantelement,1,1,1,1,1,1,Régionale,Moyenne,1.0,1.0,1,1,0.0,0.0,0.0,0.0,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Realisation,0,1,1,1,2,0,Régionale,Courte,1.0,0.666667,2,1,0.3333,0.0,0.3333,0.3333,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
PRE_construction,0,1,2,1,2,1,Locale,Courte,1.333333,1.0,2,1,0.6667,0.0,0.3333,0.0,3,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
PRE_construction,0,1,2,1,2,0,Régionale,Longue,1.333333,0.666667,2,1,0.6667,0.0,0.3333,0.3333,3,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
Realisation,2,1,0,2,0,1,Régionale,Longue,0.666667,1.333333,2,2,0.3333,0.3333,0.6667,0.0,3,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
PRE_construction,0,0,1,2,2,0,Nationale,Courte,1.0,0.666667,2,2,0.3333,0.3333,0.3333,0.6667,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Demantelement,1,1,0,0,0,0,Nationale,Moyenne,0.333333,0.333333,1,1,0.0,0.0,0.6667,0.6667,3,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Realisation,0,0,1,0,0,2,Nationale,Longue,0.333333,0.666667,1,2,0.0,0.3333,0.6667,0.6667,3,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Demantelement,2,0,2,2,1,0,Régionale,Courte,1.666667,0.666667,2,2,0.6667,0.3333,0.0,0.6667,3,Forte,Forte,FORTE,FAIBLE,Majeure,Moyenne
Realisation,1,2,2,2,1,2,Ponctuelle,Longue,1.333333,2.0,2,2,0.3333,1.0,0.0,0.0,3,Forte,Forte,FORTE,MOYENNE,Moyenne,Moyenne
Realisation,0,0,2,1,0,0,Nationale,Courte,0.666667,0.333333,2,1,0.3333,0.0,0.6667,0.6667,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Realisation,1,0,1,1,0,0,Locale,Moyenne,0.666667,0.333333,1,1,0.0,0.0,0.3333,0.6667,3,Moyenne,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Realisation,1,1,0,2,2,1,Régionale,Longue,1.0,1.333333,2,2,0.3333,0.3333,0.3333,0.0,3,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Exploitation,2,1,0,1,1,2,Nationale,Moyenne,1.0,1.333333,2,2,0.3333,0.3333,0.3333,0.0,3,Moyenne,Forte,FORTE,FORTE,Majeure,Majeure
Demantelement,0,0,0,2,2,0,Locale,Courte,0.666667,0.666667,2,2,0.3333,0.3333,0.6667,0.6667,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Demantelement,0,2,1,0,1,2,Ponctuelle,Moyenne,0.666667,1.333333,1,2,0.0,0.6667,0.3333,0.3333,3,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Demantelement,0,1,0,2,0,2,Régionale,Moyenne,0.0,1.666667,0,2,0.0,0.6667,1.0,0.0,3,Faible,Faible,FAIBLE,FORTE,Moyenne,Moyenne
Exploitation,2,0,2,2,1,2,Régionale,Longue,1.666667,1.333333,2,2,0.6667,0.6667,0.0,0.3333,3,Forte,Forte,FORTE,FORTE,Majeure,Majeure
Demantelement,0,1,0,0,0,2,Régionale,Longue,0.0,1.0,0,2,0.0,0.3333,1.0,0.3333,3,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Exploitation,2,2,2,2,2,2,Nationale,Courte,2.0,2.0,2,2,1.0,1.0,0.0,0.0,3,Forte,Forte,FORTE,MOYENNE,Majeure,Moyenne
Demantelement,2,1,1,1,0,2,Régionale,Longue,1.0,1.333333,2,2,0.3333,0.3333,0.3333,0.0,3,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Exploitation,1,0,2,1,2,1,Ponctuelle,Longue,1.666667,0.666667,2,1,0.6667,0.0,0.0,0.3333,3,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Realisation,1,0,1,1,2,2,Régionale,Courte,1.333333,1.0,2,2,0.3333,0.3333,0.0,0.3333,3,Forte,Forte,FORTE,FAIBLE,Majeure,Moyenne
PRE_construction,1,0,0,0,2,1,Locale,Moyenne,1.0,0.333333,2,1,0.3333,0.0,0.3333,0.6667,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Demantelement,0,2,0,1,0,1,Régionale,Courte,0.0,1.333333,0,2,0.0,0.3333,1.0,0.0,3,Faible,Faible,FAIBLE,FORTE,Moyenne,Mineure
Demantelement,1,1,0,0,1,1,Régionale,Longue,0.666667,0.666667,1,1,0.0,0.0,0.3333,0.3333,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Exploitation,0,0,1,0,2,2,Ponctuelle,Moyenne,1.0,0.666667,2,2,0.3333,0.3333,0.3333,0.6667,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Demantelement,0,2,2,0,2,2,Locale,Moyenne,1.333333,1.333333,2,2,0.6667,0.6667,0.3333,0.3333,3,Forte,Forte,FORTE,FORTE,Majeure,Majeure
Realisation,2,2,2,2,2,0,Régionale,Courte,2.0,1.333333,2,2,1.0,0.6667,0.0,0.3333,3,Forte,Forte,FORTE,FORTE,Majeure,Moyenne
PRE_construction,1,2,0,2,2,2,Ponctuelle,Longue,1.0,2.0,2,2,0.3333,1.0,0.3333,0.0,3,Moyenne,Forte,FORTE,MOYENNE,Moyenne,Moyenne
PRE_construction,1,1,0,1,0,2,Nationale,Courte,0.333333,1.333333,1,2,0.0,0.3333,0.6667,0.0,3,Faible,Faible,FAIBLE,FORTE,Moyenne,Mineure
Realisation,0,1,2,0,2,2,Régionale,Longue,1.333333,1.0,2,2,0.6667,0.3333,0.3333,0.3333,3,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
Demantelement,0,1,1,2,2,1,Ponctuelle,Courte,1.0,1.333333,2,2,0.3333,0.3333,0.3333,0.0,3,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Mineure
PRE_construction,2,1,1,0,2,0,Nationale,Courte,1.666667,0.333333,2,1,0.6667,0.0,0.0,0.6667,3,Forte,Forte,FORTE,FAIBLE,Majeure,Moyenne
Exploitation,1,0,0,1,0,1,Locale,Courte,0.333333,0.666667,1,1,0.0,0.0,0.6667,0.3333,3,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Exploitation,2,0,0,2,1,1,Régionale,Moyenne,1.0,1.0,2,2,0.3333,0.3333,0.3333,0.3333,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Realisation,1,2,2,1,1,2,Ponctuelle,Courte,1.333333,1.666667,2,2,0.3333,0.6667,0.0,0.0,3,Forte,Forte,FORTE,FORTE,Moyenne,Mineure
Demantelement,2,0,0,2,0,0,Ponctuelle,Longue,0.666667,0.666667,2,2,0.3333,0.3333,0.6667,0.6667,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,1,0,1,0,0,1,Nationale,Courte,0.666667,0.333333,1,1,0.0,0.0,0.3333,0.6667,3,Moyenne,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Exploitation,0,1,2,0,0,0,Ponctuelle,Courte,0.666667,0.333333,2,1,0.3333,0.0,0.6667,0.6667,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Realisation,0,1,1,2,2,0,Ponctuelle,Courte,1.0,1.0,2,2,0.3333,0.3333,0.3333,0.3333,3,Moyenne,Forte,FORTE,FAIBLE,Mineure,Mineure
PRE_construction,2,2,0,0,1,1,Locale,Longue,1.0,1.0,2,2,0.3333,0.3333,0.3333,0.3333,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,1,2,0,1,0,2,Ponctuelle,Longue,0.333333,1.666667,1,2,0.0,0.6667,0.6667,0.0,3,Faible,Faible,FAIBLE,FORTE,Mineure,Mineure
Realisation,2,2,2,2,2,0,Ponctuelle,Courte,2.0,1.333333,2,2,1.0,0.6667,0.0,0.3333,3,Forte,Forte,FORTE,FORTE,Moyenne,Mineure
Demantelement,0,1,1,0,1,1,Locale,Longue,0.666667,0.666667,1,1,0.0,0.0,0.3333,0.3333,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,2,2,2,1,1,0,Locale,Moyenne,1.666667,1.0,2,2,0.6667,0.3333,0.0,0.3333,3,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
PRE_construction,2,2,1,2,1,1,Nationale,Moyenne,1.333333,1.666667,2,2,0.3333,0.6667,0.0,0.0,3,Forte,Forte,FORTE,FORTE,Majeure,Majeure
Realisation,0,0,2,2,0,1,Régionale,Moyenne,0.666667,1.0,2,2,0.3333,0.3333,0.6667,0.3333,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Demantelement,1,2,2,2,1,0,Régionale,Longue,1.333333,1.333333,2,2,0.3333,0.6667,0.0,0.3333,3,Forte,Forte,FORTE,FORTE,Majeure,Majeure
Demantelement,1,2,1,2,0,2,Ponctuelle,Courte,0.666667,2.0,1,2,0.0,1.0,0.3333,0.0,3,Moyenne,Forte,FORTE,MOYENNE,Moyenne,Mineure
PRE_construction,0,2,0,1,2,0,Ponctuelle,Courte,0.666667,1.0,2,2,0.3333,0.3333,0.6667,0.3333,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Realisation,1,2,2,0,2,2,Nationale,Longue,1.666667,1.333333,2,2,0.6667,0.6667,0.0,0.3333,3,Forte,Forte,FORTE,FORTE,Majeure,Majeure
Exploitation,0,0,0,1,1,1,Ponctuelle,Moyenne,0.333333,0.666667,1,1,0.0,0.0,0.6667,0.3333,3,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
PRE_construction,1,0,1,0,2,2,Ponctuelle,Moyenne,1.333333,0.666667,2,2,0.3333,0.3333,0.0,0.6667,3,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Exploitation,2,0,0,1,0,0,Nationale,Courte,0.666667,0.333333,2,1,0.3333,0.0,0.6667,0.6667,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Demantelement,0,0,0,0,0,0,Locale,Moyenne,0.0,0.0,0,0,0.0,0.0,1.0,1.0,3,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Realisation,0,0,1,0,1,0,Régionale,Longue,0.666667,0.0,1,0,0.0,0.0,0.3333,1.0,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
PRE_construction,1,1,2,2,2,1,Régionale,Moyenne,1.666667,1.333333,2,2,0.6667,0.3333,0.0,0.0,3,Forte,Forte,FORTE,FORTE,Majeure,Majeure
PRE_construction,0,0,0,2,2,2,Régionale,Courte,0.666667,1.333333,2,2,0.3333,0.6667,0.6667,0.3333,3,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Mineure
Exploitation,0,2,1,0,0,0,Locale,Courte,0.333333,0.666667,1,2,0.0,0.3333,0.6667,0.6667,3,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Exploitation,2,0,1,2,0,2,Nationale,Longue,1.0,1.333333,2,2,0.3333,0.6667,0.3333,0.3333,3,Moyenne,Moyenne,MOYENNE,FORTE,Majeure,Majeure
PRE_construction,0,2,2,2,1,0,Régionale,Courte,1.0,1.333333,2,2,0.3333,0.6667,0.3333,0.3333,3,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Mineure
Demantelement,0,0,2,2,2,2,Ponctuelle,Longue,1.333333,1.333333,2,2,0.6667,0.6667,0.3333,0.3333,3,Forte,Forte,FORTE,FORTE,Moyenne,Moyenne
Realisation,1,2,0,0,0,1,Locale,Courte,0.333333,1.0,1,2,0.0,0.3333,0.6667,0.3333,3,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
PRE_construction,1,2,2,0,0,1,Locale,Longue,1.0,1.0,2,2,0.3333,0.3333,0.3333,0.3333,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,2,0,0,1,2,1,Régionale,Longue,1.333333,0.666667,2,1,0.6667,0.0,0.3333,0.3333,3,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
Demantelement,1,1,2,0,2,0,Locale,Longue,1.666667,0.333333,2,1,0.6667,0.0,0.0,0.6667,3,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Realisation,0,0,1,0,0,0,Ponctuelle,Longue,0.333333,0.0,1,0,0.0,0.0,0.6667,1.0,3,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Realisation,1,2,0,1,0,1,Ponctuelle,Moyenne,0.333333,1.333333,1,2,0.0,0.3333,0.6667,0.0,3,Faible,Faible,FAIBLE,FORTE,Mineure,Mineure
PRE_construction,1,0,1,0,0,1,Locale,Moyenne,0.666667,0.333333,1,1,0.0,0.0,0.3333,0.6667,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Realisation,0,0,1,2,0,1,Nationale,Moyenne,0.333333,1.0,1,2,0.0,0.3333,0.6667,0.3333,3,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
PRE_construction,1,1,1,2,2,0,Ponctuelle,Longue,1.333333,1.0,2,2,0.3333,0.3333,0.0,0.3333,3,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
PRE_construction,2,1,0,0,0,2,Nationale,Moyenne,0.666667,1.0,2,2,0.3333,0.3333,0.6667,0.3333,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Demantelement,2,0,2,1,2,0,Nationale,Longue,2.0,0.333333,2,1,1.0,0.0,0.0,0.6667,3,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
Realisation,2,0,1,0,1,1,Locale,Moyenne,1.333333,0.333333,2,1,0.3333,0.0,0.0,0.6667,3,Forte,Moyenne,FORTE,FAIBLE,Mineure,Mineure
Demantelement,2,2,2,0,1,2,Ponctuelle,Longue,1.666667,1.333333,2,2,0.6667,0.6667,0.0,0.3333,3,Forte,Forte,FORTE,FORTE,Moyenne,Moyenne
Realisation,2,1,0,1,0,0,Ponctuelle,Moyenne,0.666667,0.666667,2,1,0.3333,0.0,0.6667,0.3333,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Realisation,0,0,1,1,0,1,Régionale,Moyenne,0.333333,0.666667,1,1,0.0,0.0,0.6667,0.3333,3,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Demantelement,1,2,2,1,1,0,Nationale,Moyenne,1.333333,1.0,2,2,0.3333,0.3333,0.0,0.3333,3,Forte,Moyenne,FORTE,FAIBLE,Majeure,Majeure
Exploitation,0,0,2,2,1,0,Locale,Courte,1.0,0.666667,2,2,0.3333,0.3333,0.3333,0.6667,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,2,0,0,1,0,0,Locale,Longue,0.666667,0.333333,2,1,0.3333,0.0,0.6667,0.6667,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Demantelement,1,1,2,1,2,0,Nationale,Longue,1.666667,0.666667,2,1,0.6667,0.0,0.0,0.3333,3,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
Demantelement,2,0,2,0,0,0,Nationale,Courte,1.333333,0.0,2,0,0.6667,0.0,0.3333,1.0,3,Forte,Forte,FORTE,FAIBLE,Majeure,Moyenne
PRE_construction,0,2,2,0,2,2,Nationale,Courte,1.333333,1.333333,2,2,0.6667,0.6667,0.3333,0.3333,3,Forte,Forte,FORTE,FORTE,Majeure,Moyenne
PRE_construction,1,0,0,0,0,1,Régionale,Longue,0.333333,0.333333,1,1,0.0,0.0,0.6667,0.6667,3,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Realisation,0,2,0,1,2,2,Locale,Longue,0.666667,1.666667,2,2,0.3333,0.6667,0.6667,0.0,3,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Realisation,2,2,1,1,2,0,Régionale,Longue,1.666667,1.0,2,2,0.6667,0.3333,0.0,0.3333,3,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
Realisation,0,0,1,2,0,2,Ponctuelle,Longue,0.333333,1.333333,1,2,0.0,0.6667,0.6667,0.3333,3,Faible,Faible,FAIBLE,FORTE,Mineure,Mineure
Demantelement,1,2,2,2,0,0,Ponctuelle,Moyenne,1.0,1.333333,2,2,0.3333,0.6667,0.3333,0.3333,3,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Realisation,2,2,0,2,2,0,Ponctuelle,Longue,1.333333,1.333333,2,2,0.6667,0.6667,0.3333,0.3333,3,Forte,Forte,FORTE,FORTE,Moyenne,Moyenne
Exploitation,0,0,2,1,2,0,Ponctuelle,Longue,1.333333,0.333333,2,1,0.6667,0.0,0.3333,0.6667,3,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Exploitation,1,0,2,2,0,0,Locale,Longue,1.0,0.666667,2,2,0.3333,0.3333,0.3333,0.6667,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
PRE_construction,0,0,0,1,0,2,Locale,Moyenne,0.0,1.0,0,2,0.0,0.3333,1.0,0.3333,3,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
PRE_construction,1,1,0,2,0,0,Nationale,Courte,0.333333,1.0,1,2,0.0,0.3333,0.6667,0.3333,3,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
PRE_construction,2,1,0,1,0,2,Ponctuelle,Moyenne,0.666667,1.333333,2,2,0.3333,0.3333,0.6667,0.0,3,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Demantelement,0,0,0,2,1,1,Régionale,Longue,0.333333,1.0,1,2,0.0,0.3333,0.6667,0.3333,3,Faible,Moyenne,FAIBLE,FAIBLE,Mineure,Mineure
Demantelement,1,1,1,0,0,1,Régionale,Courte,0.666667,0.666667,1,1,0.0,0.0,0.3333,0.3333,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
PRE_construction,0,0,0,0,1,0,Régionale,Longue,0.333333,0.0,1,0,0.0,0.0,0.6667,1.0,3,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Exploitation,1,0,2,1,0,0,Nationale,Courte,1.0,0.333333,2,1,0.3333,0.0,0.3333,0.6667,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
Realisation,0,2,0,1,0,2,Régionale,Courte,0.0,1.666667,0,2,0.0,0.6667,1.0,0.0,3,Faible,Faible,FAIBLE,FORTE,Moyenne,Mineure
Demantelement,1,2,1,0,1,1,Ponctuelle,Courte,1.0,1.0,1,2,0.0,0.3333,0.0,0.3333,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Demantelement,2,0,2,2,2,2,Régionale,Moyenne,2.0,1.333333,2,2,1.0,0.6667,0.0,0.3333,3,Forte,Forte,FORTE,FORTE,Majeure,Majeure
Demantelement,0,2,0,0,2,0,Ponctuelle,Moyenne,0.666667,0.666667,2,2,0.3333,0.3333,0.6667,0.6667,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,0,1,0,1,0,0,Régionale,Moyenne,0.0,0.666667,0,1,0.0,0.0,1.0,0.3333,3,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Demantelement,2,0,2,0,2,1,Nationale,Moyenne,2.0,0.333333,2,1,1.0,0.0,0.0,0.6667,3,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
Demantelement,0,0,1,0,1,2,Régionale,Longue,0.666667,0.666667,1,2,0.0,0.3333,0.3333,0.6667,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
PRE_construction,2,1,0,0,1,0,Locale,Courte,1.0,0.333333,2,1,0.3333,0.0,0.3333,0.6667,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,0,2,2,0,0,2,Nationale,Moyenne,0.666667,1.333333,2,2,0.3333,0.6667,0.6667,0.3333,3,Moyenne,Moyenne,MOYENNE,FORTE,Majeure,Majeure
Demantelement,0,0,0,1,1,1,Locale,Longue,0.333333,0.666667,1,1,0.0,0.0,0.6667,0.3333,3,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Exploitation,0,2,1,0,0,0,Ponctuelle,Courte,0.333333,0.666667,1,2,0.0,0.3333,0.6667,0.6667,3,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
Demantelement,0,2,0,0,1,0,Régionale,Courte,0.333333,0.666667,1,2,0.0,0.3333,0.6667,0.6667,3,Faible,Faible,FAIBLE,FAIBLE,Mineure,Mineure
PRE_construction,2,2,0,0,0,2,Ponctuelle,Longue,0.666667,1.333333,2,2,0.3333,0.6667,0.6667,0.3333,3,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Realisation,2,1,2,0,1,2,Régionale,Courte,1.666667,1.0,2,2,0.6667,0.3333,0.0,0.3333,3,Forte,Forte,FORTE,FAIBLE,Majeure,Moyenne
PRE_construction,2,2,0,0,0,0,Ponctuelle,Moyenne,0.666667,0.666667,2,2,0.3333,0.3333,0.6667,0.6667,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
Exploitation,0,0,1,1,2,0,Nationale,Courte,1.0,0.333333,2,1,0.3333,0.0,0.3333,0.6667,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
PRE_construction,1,2,1,0,2,1,Ponctuelle,Longue,1.333333,1.0,2,2,0.3333,0.3333,0.0,0.3333,3,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Demantelement,2,1,1,2,2,0,Régionale,Moyenne,1.666667,1.0,2,2,0.6667,0.3333,0.0,0.3333,3,Forte,Forte,FORTE,FAIBLE,Majeure,Majeure
Realisation,2,1,2,2,2,2,Ponctuelle,Courte,2.0,1.666667,2,2,1.0,0.6667,0.0,0.0,3,Forte,Forte,FORTE,FORTE,Moyenne,Mineure
Realisation,1,0,1,2,2,1,Locale,Courte,1.333333,1.0,2,2,0.3333,0.3333,0.0,0.3333,3,Forte,Forte,FORTE,FAIBLE,Mineure,Mineure
Realisation,2,1,2,1,2,2,Locale,Longue,2.0,1.333333,2,2,1.0,0.3333,0.0,0.0,3,Forte,Forte,FORTE,FORTE,Majeure,Majeure
PRE_construction,1,0,1,1,0,2,Nationale,Longue,0.666667,1.0,1,2,0.0,0.3333,0.3333,0.3333,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Moyenne
Realisation,1,0,0,2,0,0,Ponctuelle,Courte,0.333333,0.666667,1,2,0.0,0.3333,0.6667,0.6667,3,Faible,Moyenne,FAIBLE,FAIBLE,Mineure,Mineure
Demantelement,1,1,1,2,0,1,Locale,Moyenne,0.666667,1.333333,1,2,0.0,0.3333,0.3333,0.0,3,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Moyenne
Demantelement,0,1,2,2,2,1,Régionale,Longue,1.333333,1.333333,2,2,0.6667,0.3333,0.3333,0.0,3,Forte,Forte,FORTE,FORTE,Majeure,Majeure
PRE_construction,0,1,1,2,1,1,Régionale,Courte,0.666667,1.333333,1,2,0.0,0.3333,0.3333,0.0,3,Moyenne,Moyenne,MOYENNE,FORTE,Moyenne,Mineure
Realisation,2,2,1,1,0,0,Régionale,Courte,1.0,1.0,2,2,0.3333,0.3333,0.3333,0.3333,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Moyenne,Mineure
PRE_construction,0,2,2,2,2,1,Régionale,Moyenne,1.333333,1.666667,2,2,0.6667,0.6667,0.3333,0.0,3,Forte,Forte,FORTE,FORTE,Majeure,Majeure
Demantelement,1,0,0,2,2,0,Locale,Longue,1.0,0.666667,2,2,0.3333,0.3333,0.3333,0.6667,3,Moyenne,Moyenne,MOYENNE,FAIBLE,Mineure,Mineure
